1
POLYGON((72964.5721497 55373.8497841,72964.5721497 55411.8497841,72966.5721497 55411.8497841,72966.5721497 55373.8497841,72964.5721497 55373.8497841))
POLYGON((94744.455863 434319.635105,94744.455863 434341.635105,94822.455863 434341.635105,94822.455863 434319.635105,94744.455863 434319.635105))
POLYGON((363202.579078 444960.376777,363202.579078 445049.376777,363226.579078 445049.376777,363226.579078 444960.376777,363202.579078 444960.376777))
POLYGON((53394.7939017 193493.691921,53394.7939017 193555.691921,53465.7939017 193555.691921,53465.7939017 193493.691921,53394.7939017 193493.691921))
POLYGON((156235.606264 367056.669756,156235.606264 367121.669756,156299.606264 367121.669756,156299.606264 367056.669756,156235.606264 367056.669756))
POLYGON((433151.581084 315417.200688,433151.581084 315498.200688,433191.581084 315498.200688,433191.581084 315417.200688,433151.581084 315417.200688))
POLYGON((161121.463718 325349.964656,161121.463718 325404.964656,161187.463718 325404.964656,161187.463718 325349.964656,161121.463718 325349.964656))
POLYGON((339741.416429 344038.953843,339741.416429 344074.953843,339770.416429 344074.953843,339770.416429 344038.953843,339741.416429 344038.953843))
POLYGON((340777.749815 373472.446909,340777.749815 373553.446909,340847.749815 373553.446909,340847.749815 373472.446909,340777.749815 373472.446909))
POLYGON((488954.467943 65746.6876729,488954.467943 65822.6876729,489005.467943 65822.6876729,489005.467943 65746.6876729,488954.467943 65746.6876729))
POLYGON((415774.845115 173563.455725,415774.845115 173567.455725,415774.945115 173567.455725,415774.945115 173563.455725,415774.845115 173563.455725))
POLYGON((86796.6218321 309760.348732,86796.6218321 309773.348732,86862.6218321 309773.348732,86862.6218321 309760.348732,86796.6218321 309760.348732))
POLYGON((60921.9255796 154294.230053,60921.9255796 154334.230053,60976.9255796 154334.230053,60976.9255796 154294.230053,60921.9255796 154294.230053))
POLYGON((370750.706173 237347.002479,370750.706173 237398.002479,370781.706173 237398.002479,370781.706173 237347.002479,370750.706173 237347.002479))
POLYGON((294317.363172 226528.773812,294317.363172 226568.773812,294380.363172 226568.773812,294380.363172 226528.773812,294317.363172 226528.773812))
POLYGON((446077.872287 180968.198053,446077.872287 181025.198053,446168.872287 181025.198053,446168.872287 180968.198053,446077.872287 180968.198053))
POLYGON((65813.7741221 106932.108623,65813.7741221 106952.108623,65833.7741221 106952.108623,65833.7741221 106932.108623,65813.7741221 106932.108623))
POLYGON((440506.162285 1771.88863392,440506.162285 1837.88863392,440604.162285 1837.88863392,440604.162285 1771.88863392,440506.162285 1771.88863392))
POLYGON((297813.403314 45310.4310051,297813.403314 45351.4310051,297905.403314 45351.4310051,297905.403314 45310.4310051,297813.403314 45310.4310051))
POLYGON((207908.372046 183500.417352,207908.372046 183548.417352,207982.372046 183548.417352,207982.372046 183500.417352,207908.372046 183500.417352))
POLYGON((218132.100606 34395.7863383,218132.100606 34455.7863383,218205.100606 34455.7863383,218205.100606 34395.7863383,218132.100606 34395.7863383))
POLYGON((419191.135893 322207.855056,419191.135893 322227.855056,419274.135893 322227.855056,419274.135893 322207.855056,419191.135893 322207.855056))
POLYGON((357358.544494 368064.035459,357358.544494 368074.035459,357457.544494 368074.035459,357457.544494 368064.035459,357358.544494 368064.035459))
POLYGON((33235.4360522 159428.886803,33235.4360522 159484.886803,33270.4360522 159484.886803,33270.4360522 159428.886803,33235.4360522 159428.886803))
POLYGON((83454.4390642 209668.338364,83454.4390642 209739.338364,83517.4390642 209739.338364,83517.4390642 209668.338364,83454.4390642 209668.338364))
POLYGON((386022.333377 336411.066954,386022.333377 336413.066954,386073.333377 336413.066954,386073.333377 336411.066954,386022.333377 336411.066954))
POLYGON((115753.792998 73855.2874438,115753.792998 73945.2874438,115796.792998 73945.2874438,115796.792998 73855.2874438,115753.792998 73855.2874438))
POLYGON((26144.2492136 175399.914031,26144.2492136 175423.914031,26221.2492136 175423.914031,26221.2492136 175399.914031,26144.2492136 175399.914031))
POLYGON((252233.433197 427497.294183,252233.433197 427565.294183,252313.433197 427565.294183,252313.433197 427497.294183,252233.433197 427497.294183))
POLYGON((17041.7329989 490284.383432,17041.7329989 490359.383432,17064.7329989 490359.383432,17064.7329989 490284.383432,17041.7329989 490284.383432))
POLYGON((484488.939799 90684.3486884,484488.939799 90748.3486884,484512.939799 90748.3486884,484512.939799 90684.3486884,484488.939799 90684.3486884))
POLYGON((249833.612365 216315.910199,249833.612365 216354.910199,249848.612365 216354.910199,249848.612365 216315.910199,249833.612365 216315.910199))
POLYGON((120273.68763 388687.093576,120273.68763 388696.093576,120306.68763 388696.093576,120306.68763 388687.093576,120273.68763 388687.093576))
POLYGON((1554.48657855 157257.510377,1554.48657855 157340.510377,1582.48657855 157340.510377,1582.48657855 157257.510377,1554.48657855 157257.510377))
POLYGON((292127.74598 239054.677946,292127.74598 239077.677946,292173.74598 239077.677946,292173.74598 239054.677946,292127.74598 239054.677946))
POLYGON((237641.713831 136092.137825,237641.713831 136136.137825,237677.713831 136136.137825,237677.713831 136092.137825,237641.713831 136092.137825))
POLYGON((157651.032635 423464.293798,157651.032635 423501.293798,157699.032635 423501.293798,157699.032635 423464.293798,157651.032635 423464.293798))
POLYGON((156857.734479 98478.3224487,156857.734479 98500.3224487,156865.734479 98500.3224487,156865.734479 98478.3224487,156857.734479 98478.3224487))
POLYGON((285027.163931 423809.846809,285027.163931 423857.846809,285050.163931 423857.846809,285050.163931 423809.846809,285027.163931 423809.846809))
POLYGON((285088.980231 461606.232274,285088.980231 461637.232274,285132.980231 461637.232274,285132.980231 461606.232274,285088.980231 461606.232274))
POLYGON((78778.1712392 201287.594492,78778.1712392 201309.594492,78819.1712392 201309.594492,78819.1712392 201287.594492,78778.1712392 201287.594492))
POLYGON((492137.226778 466.468747785,492137.226778 553.468747785,492169.226778 553.468747785,492169.226778 466.468747785,492137.226778 466.468747785))
POLYGON((403971.96893 451335.361664,403971.96893 451414.361664,404005.96893 451414.361664,404005.96893 451335.361664,403971.96893 451335.361664))
POLYGON((13173.3945466 71507.4477512,13173.3945466 71587.4477512,13186.3945466 71587.4477512,13186.3945466 71507.4477512,13173.3945466 71507.4477512))
POLYGON((337089.541505 418512.257043,337089.541505 418553.257043,337149.541505 418553.257043,337149.541505 418512.257043,337089.541505 418512.257043))
POLYGON((458145.560035 213818.070645,458145.560035 213847.070645,458216.560035 213847.070645,458216.560035 213818.070645,458145.560035 213818.070645))
POLYGON((140559.301583 135785.504589,140559.301583 135804.504589,140623.301583 135804.504589,140623.301583 135785.504589,140559.301583 135785.504589))
POLYGON((422602.595332 340955.155306,422602.595332 341034.155306,422662.595332 341034.155306,422662.595332 340955.155306,422602.595332 340955.155306))
POLYGON((32097.7095226 89526.7150513,32097.7095226 89617.7150513,32106.7095226 89617.7150513,32106.7095226 89526.7150513,32097.7095226 89526.7150513))
POLYGON((465679.804416 181214.585425,465679.804416 181270.585425,465752.804416 181270.585425,465752.804416 181214.585425,465679.804416 181214.585425))
POLYGON((35349.9929009 14552.2066685,35349.9929009 14607.2066685,35426.9929009 14607.2066685,35426.9929009 14552.2066685,35349.9929009 14552.2066685))
POLYGON((410573.399694 393636.175156,410573.399694 393668.175156,410592.399694 393668.175156,410592.399694 393636.175156,410573.399694 393636.175156))
POLYGON((53283.3314239 354684.194999,53283.3314239 354706.194999,53347.3314239 354706.194999,53347.3314239 354684.194999,53283.3314239 354684.194999))
POLYGON((2524.53860863 470242.849916,2524.53860863 470290.849916,2610.53860863 470290.849916,2610.53860863 470242.849916,2524.53860863 470242.849916))
POLYGON((213472.226495 324602.867813,213472.226495 324639.867813,213479.226495 324639.867813,213479.226495 324602.867813,213472.226495 324602.867813))
POLYGON((322875.968226 223801.30708,322875.968226 223818.30708,322903.968226 223818.30708,322903.968226 223801.30708,322875.968226 223801.30708))
POLYGON((55231.2583815 479686.862815,55231.2583815 479719.862815,55322.2583815 479719.862815,55322.2583815 479686.862815,55231.2583815 479686.862815))
POLYGON((120364.288352 196730.729088,120364.288352 196812.729088,120388.288352 196812.729088,120388.288352 196730.729088,120364.288352 196730.729088))
POLYGON((376307.022609 252131.629028,376307.022609 252208.629028,376325.022609 252208.629028,376325.022609 252131.629028,376307.022609 252131.629028))
POLYGON((124988.350249 200614.564685,124988.350249 200640.564685,125037.350249 200640.564685,125037.350249 200614.564685,124988.350249 200614.564685))
POLYGON((27123.4278706 485957.955029,27123.4278706 486021.955029,27194.4278706 486021.955029,27194.4278706 485957.955029,27123.4278706 485957.955029))
POLYGON((449304.302361 309232.543773,449304.302361 309331.543773,449313.302361 309331.543773,449313.302361 309232.543773,449304.302361 309232.543773))
POLYGON((377420.766157 80261.8789173,377420.766157 80328.8789173,377476.766157 80328.8789173,377476.766157 80261.8789173,377420.766157 80261.8789173))
POLYGON((94562.0448103 190659.77813,94562.0448103 190720.77813,94574.0448103 190720.77813,94574.0448103 190659.77813,94562.0448103 190659.77813))
POLYGON((215654.939181 170132.152531,215654.939181 170198.152531,215724.939181 170198.152531,215724.939181 170132.152531,215654.939181 170132.152531))
POLYGON((396788.643215 290539.788152,396788.643215 290615.788152,396850.643215 290615.788152,396850.643215 290539.788152,396788.643215 290539.788152))
POLYGON((282210.52894 216333.33794,282210.52894 216375.33794,282231.52894 216375.33794,282231.52894 216333.33794,282210.52894 216333.33794))
POLYGON((143015.306877 52702.1504155,143015.306877 52716.1504155,143040.306877 52716.1504155,143040.306877 52702.1504155,143015.306877 52702.1504155))
POLYGON((289640.649204 429724.221933,289640.649204 429778.221933,289703.649204 429778.221933,289703.649204 429724.221933,289640.649204 429724.221933))
POLYGON((203530.642152 420046.086031,203530.642152 420066.086031,203530.742152 420066.086031,203530.742152 420046.086031,203530.642152 420046.086031))
POLYGON((413364.367848 91150.4687863,413364.367848 91170.4687863,413372.367848 91170.4687863,413372.367848 91150.4687863,413364.367848 91150.4687863))
POLYGON((67133.1132459 238156.00137,67133.1132459 238204.00137,67179.1132459 238204.00137,67179.1132459 238156.00137,67133.1132459 238156.00137))
POLYGON((151969.695951 142512.025894,151969.695951 142548.025894,152006.695951 142548.025894,152006.695951 142512.025894,151969.695951 142512.025894))
POLYGON((229060.262404 337066.192116,229060.262404 337152.192116,229148.262404 337152.192116,229148.262404 337066.192116,229060.262404 337066.192116))
POLYGON((485606.205123 224324.295128,485606.205123 224422.295128,485629.205123 224422.295128,485629.205123 224324.295128,485606.205123 224324.295128))
POLYGON((192731.742688 285779.579528,192731.742688 285799.579528,192772.742688 285799.579528,192772.742688 285779.579528,192731.742688 285779.579528))
POLYGON((322855.208354 153831.019365,322855.208354 153917.019365,322896.208354 153917.019365,322896.208354 153831.019365,322855.208354 153831.019365))
POLYGON((352938.039251 262369.688872,352938.039251 262456.688872,352975.039251 262456.688872,352975.039251 262369.688872,352938.039251 262369.688872))
POLYGON((481735.620719 341109.660361,481735.620719 341125.660361,481807.620719 341125.660361,481807.620719 341109.660361,481735.620719 341109.660361))
POLYGON((245159.825817 118300.797334,245159.825817 118338.797334,245169.825817 118338.797334,245169.825817 118300.797334,245159.825817 118300.797334))
POLYGON((174972.560332 125520.603363,174972.560332 125577.603363,175013.560332 125577.603363,175013.560332 125520.603363,174972.560332 125520.603363))
POLYGON((46092.9240214 241718.211341,46092.9240214 241784.211341,46147.9240214 241784.211341,46147.9240214 241718.211341,46092.9240214 241718.211341))
POLYGON((412411.921335 445403.360832,412411.921335 445437.360832,412448.921335 445437.360832,412448.921335 445403.360832,412411.921335 445403.360832))
POLYGON((45547.9262856 95522.2920794,45547.9262856 95583.2920794,45618.9262856 95583.2920794,45618.9262856 95522.2920794,45547.9262856 95522.2920794))
POLYGON((101719.507408 375764.503157,101719.507408 375840.503157,101731.507408 375840.503157,101731.507408 375764.503157,101719.507408 375764.503157))
POLYGON((335251.296474 443402.071058,335251.296474 443430.071058,335315.296474 443430.071058,335315.296474 443402.071058,335251.296474 443402.071058))
POLYGON((373718.304467 292216.728201,373718.304467 292275.728201,373767.304467 292275.728201,373767.304467 292216.728201,373718.304467 292216.728201))
POLYGON((10783.7931542 167931.096122,10783.7931542 168012.096122,10793.7931542 168012.096122,10793.7931542 167931.096122,10783.7931542 167931.096122))
POLYGON((237572.379278 85642.7625164,237572.379278 85672.7625164,237660.379278 85672.7625164,237660.379278 85642.7625164,237572.379278 85642.7625164))
POLYGON((331291.813529 447897.275289,331291.813529 447902.275289,331327.813529 447902.275289,331327.813529 447897.275289,331291.813529 447897.275289))
POLYGON((335510.224192 62259.934217,335510.224192 62272.934217,335566.224192 62272.934217,335566.224192 62259.934217,335510.224192 62259.934217))
POLYGON((99393.126543 242340.13756,99393.126543 242437.13756,99460.126543 242437.13756,99460.126543 242340.13756,99393.126543 242340.13756))
POLYGON((88831.9951709 182997.500873,88831.9951709 183074.500873,88890.9951709 183074.500873,88890.9951709 182997.500873,88831.9951709 182997.500873))
POLYGON((211896.182164 43990.8442187,211896.182164 43994.8442187,211908.182164 43994.8442187,211908.182164 43990.8442187,211896.182164 43990.8442187))
POLYGON((107275.321663 138194.023097,107275.321663 138258.023097,107366.321663 138258.023097,107366.321663 138194.023097,107275.321663 138194.023097))
POLYGON((59517.0807227 262145.340996,59517.0807227 262150.340996,59543.0807227 262150.340996,59543.0807227 262145.340996,59517.0807227 262145.340996))
POLYGON((209865.201594 225650.203142,209865.201594 225744.203142,209899.201594 225744.203142,209899.201594 225650.203142,209865.201594 225650.203142))
POLYGON((181900.81574 250655.150475,181900.81574 250685.150475,181945.81574 250685.150475,181945.81574 250655.150475,181900.81574 250655.150475))
POLYGON((397003.920588 49453.4090478,397003.920588 49540.4090478,397077.920588 49540.4090478,397077.920588 49453.4090478,397003.920588 49453.4090478))
